62,47,98
21,56,32
84,79,61
51,20,51
51,62,87
18,46,21
83,35,95
83,10,27
97,87,73
87,82,82
50,24,99
96,78,94
50,49,64
51,84,46
42,91,97
50,49,64
91,19,50
51,44,31
68,62,22
55,45,84
21,43,99
64,42,15
39,66,84
86,69,52
24,70,68
28,35,54
69,55,80
28,89,62
69,92,36
87,82,82
45,56,83
74,11,33
70,45,60
59,30,81
64,42,15
48,74,61
86,69,52
38,39,73
73,69,38
49,73,29
65,66,49
89,48,90
62,47,98
96,14,68
59,44,17
42,74,70
51,36,52
51,20,51
87,82,82
21,22,34
56,26,80
56,33,58
87,88,71
73,94,22
76,34,29
70,66,79
26,86,85
22,47,44
46,93,33
67,63,25
67,63,25
12,34,45
52,29,56
86,42,16
80,91,27
49,96,41
91,29,11
24,70,68
90,98,17
15,99,27
15,99,27
45,56,83
29,83,39
42,96,67
15,15,18
80,91,27
50,49,64
35,34,60
74,27,39
87,64,99
50,49,64
79,73,28
69,18,19
15,53,67
36,92,63
13,67,60
42,67,45
12,71,92
63,99,85
75,38,69
31,61,18
87,64,99
87,13,82
64,42,15
23,63,32
28,89,62
22,47,44
63,25,77
25,25,59
25,20,98
51,36,52
46,60,15
51,84,46
55,45,84
15,88,58
21,43,99
50,49,64
69,92,36
83,10,27
97,24,93
91,34,54
69,12,84
17,32,90
15,88,58
64,42,15
53,42,35
39,72,86
39,72,86
96,20,42
18,28,95
60,21,47
39,21,11
69,18,19
40,42,89
26,59,86
76,56,86
11,25,99
88,34,18
91,34,54
29,83,39
22,25,90
60,72,87
83,77,61
73,69,38
78,45,70
76,69,29
74,27,39
29,83,39
10,36,44
76,69,29
97,87,73
75,68,12
24,46,27
13,67,60
30,62,95
43,84,39
16,19,99
10,36,44
51,36,52
91,34,54
54,33,38
29,83,39
18,39,13
51,74,34
86,17,29
83,10,27
29,83,39
60,91,53
60,54,37
36,92,63
29,32,49
53,28,80
50,49,64
83,66,35
50,49,64
10,29,27
53,42,35
86,42,16
83,10,27
53,95,32
97,87,73
29,83,39
86,42,16
64,42,15
34,38,21
18,46,21
36,92,63
70,66,79
46,93,33
74,11,33
45,56,83
36,92,63
97,87,73
84,15,69
83,10,27
53,12,28
80,76,98
66,74,81
51,62,87
68,15,24
87,88,71
24,46,27
78,10,78
58,11,55
87,13,82
51,20,51
21,43,99
10,36,44
76,20,48
13,85,58
87,64,99
72,83,53
84,15,69
13,67,60
83,10,27
23,63,32
86,17,29
58,11,55
91,19,50
70,66,79
22,30,31
27,86,64
84,35,55
57,41,52
98,58,50
29,87,94
89,48,90
25,11,99
51,74,34
74,27,39
77,85,15
91,34,54
29,87,94
18,18,70
83,66,35
83,10,27
64,42,15
39,21,11
21,43,99
23,45,67
12,89,27
12,34,45
43,84,39
87,64,99
51,36,52
89,48,90
53,95,32
45,61,33
74,50,26
22,47,44
34,19,59
63,25,77
75,52,10
83,10,27
55,45,84
10,29,27
98,82,40
28,86,25
63,62,67
65,66,49
46,60,15
86,42,16
54,33,38
10,29,27
83,10,27
53,12,28
39,21,11
29,83,39
26,86,85
41,91,98
86,42,16
83,63,13
22,30,31
23,63,32
33,14,26
63,62,67
60,72,87
42,74,70
25,11,99
51,62,87
94,99,92
24,85,82
66,14,94
26,59,86
51,36,52
41,91,98
97,87,73
64,42,15
29,69,26
63,25,77
39,21,11
42,63,89
83,63,13
72,11,24
83,77,61
14,79,17
78,22,73
51,62,87
39,66,84
33,49,84
39,74,96
84,35,55
98,58,50
74,11,33
87,64,99
24,68,32
53,28,80
83,10,27
80,91,27
21,87,75
18,39,13
24,85,82
69,49,88
83,10,27
21,43,99
83,10,27
66,14,94
24,70,68
73,69,38
86,42,16
18,46,21
52,29,56
25,20,98
12,71,92
19,65,90
87,82,82
25,20,98
83,10,27
18,46,21
98,58,50
80,45,27
17,32,90
64,42,15
80,45,27
11,25,99
29,83,39
70,33,14
35,42,47
51,62,87
75,68,12
74,11,33
59,30,81
29,83,39
74,11,33
74,27,39
74,11,33
90,98,17
58,11,55
44,54,73
58,72,47
28,89,62
21,22,34
59,44,17
29,83,39
37,78,42
24,70,68
90,98,17
60,57,12
10,36,44
60,54,37
30,62,95
51,81,14
51,62,87
83,66,35
83,77,61
39,72,86
23,45,67
69,49,88
22,96,26
15,22,13
59,30,81
75,52,10
85,26,70
54,33,38
59,30,81
12,90,71
22,30,31
39,66,84
89,48,90
29,87,94
29,83,39
60,91,53
51,44,31
26,59,86
84,79,61
74,50,26
59,44,17
51,25,61
15,99,27
78,22,73
17,32,90
50,49,64
29,32,49
46,60,15
63,25,77
46,60,15
83,10,27
39,21,11
89,48,90
51,81,14
48,74,61
76,56,86
89,48,90
80,45,27
72,83,53
28,20,85
39,62,14
36,92,63
96,20,42
69,49,54
59,30,81
24,70,68
96,94,16
74,50,26
30,67,20
12,34,45
56,33,58
15,88,58
80,45,27
28,86,25
28,58,80
45,27,33
49,74,37
74,11,33
64,42,15
19,21,98
97,87,73
24,85,82
50,49,64
11,25,99
79,73,28
25,20,98
51,81,14
42,96,67
10,36,44
91,19,50
22,47,44
54,33,38
78,10,78
83,10,27
51,20,51
91,19,50
96,94,16
24,70,68
69,12,84
55,45,84
45,86,84
74,11,33
59,30,81
91,34,54
38,92,35
90,98,17
17,93,11
42,92,60
55,45,84
80,91,27
51,74,34
24,70,68
80,29,54
83,10,27
51,36,52
66,14,94
70,66,79
90,98,17
80,91,27
55,45,84
60,57,12
91,34,54
70,33,14
84,15,69
74,11,33
73,19,84
59,30,81
39,72,86
56,33,58
10,29,27
51,62,87
74,27,39
49,96,41
25,20,98
21,43,99
29,87,94
42,74,13
76,20,48
78,45,70
23,63,32
23,64,90
91,34,54
73,81,35
19,21,98
36,92,63
22,96,26
18,39,13
84,15,69
59,30,81
98,58,50
10,36,44
67,63,25
64,42,15
62,32,51
75,87,55
79,73,28
83,66,35
28,89,62
43,56,77
12,84,83
22,96,26
96,94,16
28,35,54
10,29,27
51,20,51
59,30,81
55,45,84
51,74,34
94,99,92
39,74,96
18,39,13
75,52,10
84,98,89
51,20,51
29,87,94
11,25,99
83,10,27
53,12,28
64,42,15
59,30,81
51,74,34
73,94,22
42,74,13
59,30,81
27,45,68
83,10,27
27,45,68
28,35,54
55,54,21
86,17,29
47,45,59
17,32,90
96,94,16
43,56,32
29,87,94
76,20,48
24,85,82
24,85,82
60,91,53
23,64,90
94,99,92
21,43,99
55,45,84
34,38,21
74,27,39
53,31,53
83,77,61
27,86,64
15,22,13
22,96,26
27,45,68
80,91,27
53,95,32
86,42,16
17,93,11
62,32,51
84,15,69
75,68,12
29,83,39
47,45,59
17,93,11
28,89,62
63,25,77
87,64,99
70,33,14
83,10,27
68,62,22
15,53,67
86,42,16
91,29,11
53,12,28
89,48,90
91,34,54
97,87,73
97,24,93
64,42,15
30,67,20
65,51,18
10,36,44
15,15,18
22,47,44
50,49,64
15,59,80
83,10,27
87,13,82
19,65,90
22,25,90
10,29,27
52,29,56
60,12,38
86,14,91
42,67,45
51,62,87
24,15,41
52,85,18
42,92,60
12,89,27
29,83,39
53,95,32
53,42,35
25,20,98
24,22,22
12,89,27
60,91,53
91,34,54
51,37,37
60,72,87
33,35,47
13,85,58
50,49,64
26,59,86
21,43,99
64,42,15
53,28,80
15,53,67
41,91,98
63,58,36
83,77,61
79,51,57
63,62,67
18,28,95
29,87,94
64,42,15
24,85,82
28,87,62
36,92,63
86,69,52
11,25,99
17,32,90
15,99,27
69,92,36
60,91,53
29,83,39
65,65,88
10,36,44
70,66,79
27,45,68
83,10,27
69,14,60
78,72,95
46,60,15
75,68,12
91,29,11
22,30,31
70,27,26
60,91,53
58,11,55
10,36,44
21,43,99
29,32,49
31,61,18
96,20,42
84,98,89
25,20,98
83,10,27
59,30,81
29,83,39
64,42,15
52,29,56
80,91,27
85,26,70
51,36,52
59,30,81
88,34,18
21,22,34
96,14,68
60,54,37
25,11,99
64,42,15
86,69,52
12,71,92
60,72,87
69,55,80
41,91,98
21,22,34
10,29,27
51,62,87
83,10,27
96,94,16
59,30,81
22,47,44
28,89,62
89,40,58
55,45,84
24,70,68
18,18,70
59,36,69
26,86,85
10,36,44
59,30,81
24,70,68
97,87,73
39,66,84
63,99,85
33,27,72
18,39,13
58,11,55
84,98,89
78,45,70
29,83,39
79,51,57
75,52,10
29,83,39
95,37,46
29,83,39
18,39,13
83,66,35
64,42,15
89,51,15
42,16,52
25,20,98
89,51,15
39,21,11
59,30,81
31,61,18
50,49,64
15,22,13
24,46,27
86,69,52
59,44,17
82,13,48
96,20,42
39,72,86
63,62,67
29,83,39
85,26,70
73,50,65
96,78,94
36,92,63
91,34,54
39,21,11
30,62,95
59,30,81
23,45,67
29,83,39
21,43,99
84,79,61
21,24,97
83,77,61
21,87,75
22,30,31
39,74,96
10,36,44
72,11,24
83,63,13
38,39,73
29,83,39
97,24,93
42,92,60
32,38,46
83,77,61
51,44,31
17,60,44
51,62,87
14,79,17
59,30,81
89,48,97
75,38,69
54,16,49
32,38,46
28,89,62
96,78,94
19,49,68
48,74,61
74,50,26
53,12,28
12,89,27
64,42,15
65,65,88
25,20,98
39,62,14
50,49,64
24,70,68
69,49,54
23,63,32
51,74,34
83,10,27
17,60,44
53,28,80
89,48,90
86,42,16
42,67,45
94,99,92
68,62,22
64,42,15
76,69,29
97,87,73
59,36,69
30,62,95
83,10,27
60,57,12
15,90,45
56,43,73
63,25,77
30,62,95
17,60,44
22,47,44
42,16,52
59,30,81
38,92,35
10,36,44
52,29,56
46,60,15
63,62,67
22,96,26
52,29,56
37,78,42
23,63,32
27,86,64
59,30,81
46,60,15
87,64,99
24,85,82
29,83,39
59,30,81
24,22,22
69,12,84
79,51,57
51,44,31
65,65,88
69,49,54
74,11,33
70,27,26
80,45,27
51,44,31
23,45,67
56,89,35
74,50,26
49,96,41
47,83,47
64,42,15
17,32,90
89,40,58
22,30,31
24,85,82
90,98,17
17,44,88
65,66,49
80,29,54
36,92,63
59,44,17
49,96,41
15,59,80
74,11,33
88,34,18
39,66,84
74,11,33
37,50,75
10,36,44
60,12,38
18,18,70
97,87,73
70,27,26
54,33,38
91,19,50
21,43,99
19,49,68
98,58,50
84,79,61
18,39,13
54,33,38
97,87,73
59,30,81
65,51,18
81,46,30
37,78,42
53,95,32
36,92,63
91,34,54
18,39,13
15,59,80
18,39,13
23,64,90
86,42,16
30,62,95
69,18,19
26,86,85
42,92,60
16,19,99
83,35,95
42,63,89
60,57,12
87,88,71
38,92,35
96,20,42
74,27,39
28,86,25
64,42,15
47,45,59
78,22,73
59,44,17
87,82,82
46,60,15
51,74,34
63,25,77
60,12,38
22,96,26
10,12,22
96,78,94
51,20,51
55,54,21
13,85,58
80,91,27
73,81,35
59,30,81
86,42,16
22,96,26
38,39,73
60,57,12
10,29,27
25,25,59
12,39,56
97,87,73
32,12,36
13,85,58
49,73,29
54,33,38
35,52,35
19,49,68
27,86,64
51,74,34
43,56,32
17,93,11
96,76,60
66,74,81
10,36,44
87,13,82
90,98,17
28,89,62
18,46,21
17,93,11
36,92,63
64,42,15
50,49,64
50,24,99
51,81,14
83,63,13
59,30,81
25,20,98
64,42,15
29,83,39
60,21,47
65,65,88
76,20,48
45,86,84
74,50,26
78,45,70
89,48,90
10,36,44
10,36,44
45,56,83
10,36,44
29,83,39
46,38,98
83,77,61
83,10,27
21,22,34
55,45,84
36,92,63
51,84,46
63,62,67
38,39,73
97,87,73
21,87,75
33,49,84
59,30,81
76,56,86
80,76,98
70,45,60
50,24,99
28,20,85
67,63,25
12,39,56
87,82,82
70,33,14
35,52,35
87,88,71
64,42,15
69,14,60
51,62,87
95,37,46
73,94,22
74,50,26
29,83,39
24,15,41
55,45,84
59,36,69
34,50,43
10,36,44
45,61,33
45,61,33
65,66,49
15,59,80
51,44,31
75,87,55
33,27,72
83,10,27
83,10,27
87,13,82
79,51,57
11,25,99
91,34,54
51,74,34
70,33,14
10,36,44
88,33,94
60,72,87
66,14,94
57,41,52
29,83,39
63,25,77
39,72,86
83,10,27
80,45,27
87,82,82
53,42,35
38,39,73
51,81,14
24,70,68
97,87,73
33,49,84
69,12,84
73,81,35
42,49,98
27,86,64
39,21,11
80,76,98
59,36,69
43,56,32
53,63,79
63,19,38
10,36,44
48,74,61
74,27,39
76,20,48
29,83,39
29,83,39
74,42,18
29,83,39
42,38,66
63,58,36
12,71,92
17,44,88
62,47,98
80,91,27
30,67,20
75,87,55
83,10,27
69,49,88
43,84,39
51,44,31
12,17,76
39,62,14
89,48,90
33,27,72
39,72,86
51,62,87
97,87,73
18,39,13
18,28,95
10,36,44
58,72,47
39,74,96
12,39,56
96,78,94
42,74,13
43,84,39
18,39,13
12,39,56
60,12,38
91,29,11
12,89,27
42,91,97
36,92,63
73,19,84
51,62,87
59,30,81
83,10,27
25,20,98
66,74,81
55,45,84
50,49,64
89,48,90
70,45,60
83,63,13
68,15,24
19,49,68
58,11,55
85,26,70
50,49,64
34,19,59
36,92,63
86,17,29
63,58,36
91,34,54
47,45,59
29,83,39
19,21,98
69,49,54
59,30,81
39,66,84
86,42,16
18,46,21
76,56,86
25,20,98
73,50,17
12,17,76
33,49,84
98,82,40
59,36,69
94,99,92
74,50,26
29,83,39
96,20,42
36,92,63
43,84,39
28,87,62
91,29,11
97,87,73
47,83,47
51,62,87
64,42,15
89,51,15
10,36,44
57,70,36
64,42,15
51,62,87
57,25,49
59,30,81
36,92,63
29,87,94
42,49,98
76,69,29
30,67,20
70,27,26
74,50,26
32,85,31
73,50,65
12,84,83
29,32,49
47,45,59
70,18,35
38,39,73
53,28,80
18,46,21
80,76,98
83,77,61
51,74,34
17,44,88
64,42,15
76,56,86
90,12,32
69,83,52
59,30,81
12,90,71
15,59,80
73,69,38
22,96,26
80,91,27
45,86,84
46,60,15
53,28,80
51,44,31
24,70,68
28,20,85
59,30,81
24,22,22
73,50,65
51,62,87
15,59,80
51,74,34
15,59,80
13,85,58
48,74,61
74,50,26
74,42,18
34,19,59
44,54,73
26,86,85
35,42,47
73,69,92
63,25,77
24,85,82
80,91,27
59,44,17
78,22,73
38,92,35
60,91,53
10,12,22
73,50,65
50,49,64
60,12,38
24,46,27
51,44,31
42,16,52
64,42,15
18,46,21
13,67,60
83,66,35
76,20,48
74,42,18
33,27,72
50,49,64
23,63,32
89,48,90
62,32,51
74,42,18
18,39,13
60,12,38
51,44,31
90,98,17
24,15,41
59,30,81
76,56,86
68,73,43
59,30,81
43,84,39
54,33,38
46,60,15
59,30,81
84,98,89
64,42,15
22,47,44
43,84,39
89,40,58
73,94,22
24,15,41
21,24,97
80,38,14
10,36,44
51,62,87
10,36,44
83,10,27
86,42,16
88,34,18
29,83,39
54,33,38
43,56,77
36,92,63
33,35,47
42,91,97
46,38,98
68,15,24
69,18,19
70,66,79
71,47,59
51,74,34
86,42,16
22,96,26
51,74,34
87,13,82
86,17,29
57,75,71
29,69,26
29,32,49
49,96,41
19,49,68
96,78,94
79,51,57
76,56,86
11,25,99
80,76,98
69,18,19
73,50,17
11,25,99
15,59,80
86,42,16
21,43,99
51,62,87
86,14,91
43,84,39
52,67,90
54,33,38
60,72,87
18,46,21
85,26,70
83,10,27
47,83,47
16,19,99
78,10,78
33,49,84
83,10,27
10,29,27
28,86,25
73,19,84
10,29,27
15,99,27
39,66,84
94,99,92
39,74,96
83,63,13
79,51,57
84,79,61
27,45,68
89,51,15
10,36,44
59,30,81
29,83,39
29,83,39
51,62,87
28,35,54
27,86,64
86,42,16
67,63,25
50,24,99
51,44,31
78,72,95
38,92,35
86,42,16
37,50,75
73,19,84
12,39,56
33,49,84
46,60,15
63,25,77
59,30,81
87,64,99
99,95,97
83,77,61
39,66,84
48,66,76
89,51,15
99,95,97
70,18,35
59,30,81
23,63,32
51,20,51
30,62,95
17,33,58
10,36,44
51,25,61
59,30,81
84,79,61
15,22,13
70,45,60
75,38,69
83,77,61
22,25,90
68,73,43
29,83,39
19,49,68
27,86,64
22,96,26
15,22,13
83,77,61
34,38,21
24,85,82
18,28,95
48,74,61
12,39,56
12,39,56
96,78,94
72,11,24
30,62,95
59,30,81
71,47,59
90,98,17
55,45,84
90,98,17
51,36,52
83,77,61
49,73,29
35,34,60
98,58,50
58,72,47
51,36,52
86,69,52
76,69,29
90,98,17
74,11,33
89,48,90
51,62,87
76,20,48
64,42,15
54,33,38
75,87,55
88,34,18
66,14,94
39,72,86
74,50,26
79,51,57
62,47,98
35,42,47
48,74,61
27,86,64
24,46,27
23,64,90
78,45,70
29,69,26
42,74,13
50,24,99
55,45,84
16,19,99
19,49,68
37,78,42
13,85,58
74,50,26
23,64,90
28,35,54
36,92,63
51,84,46
54,33,38
10,12,22
86,14,91
81,46,30
89,48,97
52,67,90
17,32,90
32,38,46
25,11,99
96,76,60
54,16,49
79,73,28
42,91,97
31,61,18
64,42,15
49,73,29
72,40,88
53,28,80
78,10,78
70,45,60
58,72,47
83,10,27
39,62,14
87,88,71
29,83,39
24,22,22
45,56,83
84,79,61
91,34,54
96,78,94
18,39,13
31,61,18
83,10,27
63,58,36
22,47,44
33,27,72
65,65,88
60,91,53
69,49,54
33,27,72
90,98,17
79,73,28
33,49,84
90,98,17
88,34,18
10,36,44
12,34,45
21,43,99
60,21,47
86,17,29
64,42,15
28,89,62
76,34,29
91,19,50
86,69,52
12,84,83
15,59,80
51,74,34
15,99,27
42,67,45
59,30,81
79,73,28
50,49,64
79,51,57
51,36,52
15,88,58
33,35,47
19,21,98
70,45,60
72,11,24
58,72,47
89,48,90
87,88,71
73,81,35
97,87,73
97,87,73
76,69,29
63,25,77
63,99,85
18,39,13
57,38,85
83,77,61
51,59,75
19,49,68
70,46,10
84,79,61
82,13,48
50,52,92
75,71,68
15,90,45
91,29,11
45,27,33
34,38,21
26,86,85
10,36,44
15,15,18
69,12,84
64,42,15
65,65,88
24,70,68
12,90,71
22,30,31
73,81,35
56,26,80
84,35,55
74,27,39
76,56,86
33,35,47
28,35,54
83,77,61
36,92,63
88,34,18
38,92,35
39,72,86
85,26,70
42,16,52
69,49,88
52,67,90
15,99,27
69,49,54
10,36,44
59,44,17
98,58,50
33,27,72
52,85,18
12,89,27
22,96,26
36,92,63
64,42,15
26,86,85
53,12,28
38,39,73
60,57,12
24,85,82
24,85,82
15,22,13
63,99,85
12,71,92
79,73,28
62,32,51
98,58,50
24,70,68
49,96,41
39,72,86
29,83,39
18,46,21
48,74,61
87,88,71
39,62,14
21,56,32
83,77,61
74,27,39
34,50,43
91,29,11
87,64,99
73,81,35
51,36,52
83,10,27
30,67,20
24,70,68
87,82,82
62,47,98
55,54,21
50,24,99
12,84,83
70,33,14
70,45,60
59,30,81
83,77,61
74,27,39
47,45,59
59,30,81
51,74,34
64,42,15
51,62,87
65,65,88
51,36,52
76,35,64
91,34,54
42,16,52
48,74,61
37,50,75
74,27,39
51,62,87
35,42,47
51,84,46
50,24,99
69,83,52
65,66,49
59,44,17
21,43,99
63,99,85
29,69,26
38,92,35
39,62,14
59,30,81
97,87,73
51,36,52
53,95,32
28,89,62
86,42,16
57,41,52
73,69,92
15,99,27
24,70,68
64,42,15
25,25,59
78,15,60
84,79,61
10,36,44
60,21,47
21,22,34
55,54,21
69,49,88
74,27,39
51,74,34
80,91,27
59,30,81
86,17,29
59,30,81
24,70,68
15,59,80
80,45,27
42,16,52
46,60,15
37,78,42
42,49,98
97,87,73
87,82,82
52,85,18
64,42,15
29,83,39
24,70,68
59,30,81
60,72,87
29,83,39
62,32,51
64,42,15
62,47,98
86,69,52
15,99,27
64,42,15
45,56,83
43,84,39
97,24,93
29,83,39
60,57,12
29,83,39
85,26,70
53,28,80
76,69,29
91,19,50
87,82,82
29,83,39
96,94,16
59,30,81
54,33,38
12,71,92
87,82,82
98,10,93
47,83,47
89,48,90
10,29,27
69,49,88
60,48,30
87,13,82
36,92,63
41,91,98
70,33,14
80,91,27
70,33,14
29,83,39
87,64,99
23,64,90
11,25,99
86,42,16
29,83,39
70,46,10
72,11,24
42,74,70
95,37,46
36,92,63
51,36,52
30,62,95
43,56,77
32,85,31
69,18,19
38,39,73
10,36,44
22,30,31
28,87,62
84,98,89
87,82,82
70,33,14
56,33,58
63,25,77
49,73,29
46,60,15
50,49,64
15,88,58
63,25,77
38,92,35
52,29,56
39,72,86
28,89,62
56,26,80
83,10,27
51,25,61
24,70,68
83,10,27
25,11,99
89,51,15
72,11,24
83,10,27
60,12,38
50,24,99
51,59,75
49,96,41
18,39,13
83,10,27
28,89,62
51,84,46
39,66,84
76,34,29
71,47,59
96,20,42
51,74,34
59,30,81
59,44,17
97,87,73
89,48,90
91,29,11
91,34,54
24,70,68
39,62,14
99,95,97
69,83,52
69,92,36
88,34,18
50,49,64
50,49,64
13,85,58
87,13,82
64,42,15
10,36,44
74,50,26
80,29,54
69,92,36
42,67,45
12,89,27
59,30,81
69,83,52
24,22,22
42,74,13
96,78,94
59,30,81
29,83,39
59,44,17
18,46,21
51,44,31
83,10,27
25,20,98
66,14,94
70,46,10
91,34,54
51,81,14
51,74,34
74,50,26
23,64,90
91,34,54
21,22,34
48,74,61
68,15,24
13,85,58
64,42,15
71,47,59
80,76,98
51,44,31
25,20,98
10,36,44
91,94,62
87,88,71
15,59,80
73,50,65
80,91,27
36,92,63
60,57,12
91,34,54
59,30,81
72,11,24
15,99,27
47,45,59
29,83,39
86,14,91
64,42,15
53,42,35
51,81,14
27,45,68
59,30,81
59,30,81
65,65,88
50,24,99
79,51,57
50,52,92
51,74,34
72,11,24
51,36,52
12,89,27
51,44,31
69,49,88
59,30,81
50,24,99
12,17,76
75,52,10
86,42,16
10,36,44
52,29,56
13,67,60
59,30,81
18,39,13
24,70,68
47,83,47
15,59,80
59,30,81
18,46,21
32,38,46
70,45,60
43,56,77
29,83,39
87,64,99
37,78,42
90,98,17
89,51,15
73,50,65
60,21,47
69,55,80
29,83,39
45,61,33
59,30,81
85,35,39
64,42,15
28,20,85
63,65,54
10,29,27
51,81,14
10,29,27
12,89,27
59,30,81
15,99,27
59,36,69
59,30,81
83,10,27
53,28,80
50,24,99
55,67,64
35,42,47
39,66,84
10,36,44
89,48,90
59,30,81
98,58,50
78,15,60
74,11,33
59,44,17
46,60,15
28,89,62
95,37,46
59,36,69
67,63,25
15,59,80
83,10,27
39,66,84
14,52,94
32,12,36
85,35,39
12,84,83
40,42,89
73,81,35
74,27,39
74,50,26
14,52,94
91,34,54
52,67,90
51,36,52
51,74,34
10,36,44
79,73,28
60,54,37
37,50,75
15,15,18
64,42,15
